FECHA	IP	PETICION	RESPUESTA
2021-05-12	127.0.0.1	A clear, neutral liquid that surrounds us everywhere	,wrap,just,white,paper,water,nothing,justify,blank,bleach,flow,detergent,blue,vague,ounce,solid,milk,haze,antenna
2021-05-12	127.0.0.1	Liquid, clear, drinkable – constituents are hydrogen and oxygen	,water,air,transparent,confusion,focus,blue,foggy,vague,elaborate,detail,crystal,gas,opaque,skin,understand,muddy,peroxide
2021-05-12	127.0.0.1	Animal, grey/red, bushy tail, lives in trees, buries nuts	,squirrel,acorn,cat,long,healthy,trim,family,hammock,fort,grove,comet,day,hectic,lumber,lifestyle,span,fell,fact,topping
2021-05-12	127.0.0.1	Small grey mammal, relative to the rodent, found in both countryside and town	,gray,mouse,dog,elephant,cat,person,small,family,animal,uncle,community,rat,people,pest,paradise,city,raccoon,human,man,missing
2021-05-12	127.0.0.1	A small rodent living in trees with a long bushy tail	,squirrel,dead,rat,mouse,eyebrow,snake,possum,tweezer,animal,short,end,big,house,life,cat,hair,room,shrink,fort,survey
2021-05-12	127.0.0.1	Wash with it; drink it; used for dilution; H2O; found in springs, rivers, lakes, seas, oceans	,water,lost,paradise,old,drift,coral,blue,current,jean,drive,wasted,channel,fresh,discovery,car,sailor,bartender,intoxicate,pub,shark
2021-05-16	127.0.0.1	Alimento elaborado con leche, existen diferentes tipos: manchego, cotija	,queso,color,pelo,mercado,ratón,pastel,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor
2021-05-19	127.0.0.1	sport where you kick a ball	,cricket,foot,event,recreation,round,jail,dust,interest,yarn,costume,agent,coach,bounce,moth,crew,gymnastics,scream,pro,cannon
2021-05-19	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-19	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-19	127.0.0.1	no se	Descripción muy corta, favor de ampliar su descripción.
2021-05-19	127.0.0.1	no se que buscar hoy	Descripción muy corta, favor de ampliar su descripción.
2021-05-19	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-19	127.0.0.1	Mi cerebro no sabe que buscar el día de hoy	,sandía,melón,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-19	127.0.0.1	My brain doesn't know what search today	,mind,update,think,yesterday,awareness,tomorrow,memory,look,technology,inform,intelligence,no,dumb,fact,wise,acknowledge,neuron,date,acquaint
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-20	127.0.0.1	animal de cuatro patas que relincha	,oso,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,avispa,mosca,raya
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-20	127.0.1.1		Se inicio el servidor
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-20	127.0.0.1	insecto volador rayado que produce miel	,abeja,mariposa
2021-05-20	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	Dispositivo electrónico que sirve para comunicarse	,botella,escuela,teléfono,plancha,botón,agua,caliente,ropa,limpio,amigo,radio,blanco,leche,plato
2021-05-20	127.0.0.1	sentimiento negativo que me hace sentir tristeza	,animal,palo,burro,cebra
2021-05-20	127.0.0.1	Sentimiento de felicidad	Descripción poco específica.
2021-05-20	127.0.0.1	a	Descripción muy corta, favor de ampliar su descripción.
2021-05-20	127.0.1.1		Se inicio el servidor
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	sdf	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.1.1		Se inicio el servidor
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	as	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-20	127.0.1.1		Se inicio el servidor
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.1.1		Se inicio el servidor
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-20	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-20	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-20	127.0.0.1	insecto volador rayado que produce miel	,abeja,mariposa
2021-05-20	127.0.0.1	animal de cuatro patas que relincha	,oso
2021-05-20	127.0.0.1	insecto que produce miel	,abeja
2021-05-20	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,avenue,bench,car,work,down,picnic,elm,up,custom,food,camp,play,house,dance,easy,rest,cushion,pine,saw
2021-05-20	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-20	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	Dispositivo electrónico que sirve para comunicarse	,botella,escuela,teléfono,plancha,botón,agua,caliente,ropa,limpio,amigo,radio,blanco,leche,plato
2021-05-20	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Homemade quadruped animal that barks	,dog,monkey,house,unicorn,alligator,cow,elk,ram,kangaroo,seal,cute,outdoors,coyote,antelope,yell,hairy,territory,tail,party,quail
2021-05-20	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	Objeto que tiene varios botones y va conectado a la computadora	,color,globo,rojo,cubeta,agua,caja
2021-05-20	127.0.0.1	Trozo de tela que sirve para tapar ventanas	,pastel,abrigo,frío,botón,vaso,fiesta,leche,rosa,vidrio,bufanda,sombrero
2021-05-20	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-05-20	127.0.0.1	Alimento elaborado con leche, existen diferentes tipos: manchego, cotija	,queso,color,pelo,mercado,ratón,pastel
2021-05-20	127.0.0.1	Transporte público grande	,camión,autobús
2021-05-20	127.0.0.1	Sentimiento de tristeza	Descripción poco específica.
2021-05-20	127.0.0.1	Animal de cuadrúpedo que ladra	,cebra
2021-05-20	127.0.0.1	Animal de cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-20	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-05-20	127.0.0.1	Prenda de vestir que cubre las piernas	,falda,bufanda,camisa,calzón
2021-05-20	127.0.0.1	Prende de vestir que cubre el torso	,bufanda
2021-05-20	127.0.0.1	Prenda de vestir que cubre el torso"	,bufanda,camisa
2021-05-20	127.0.0.1	Prende de vestir delgada que cubre el torso	,mano,muñeca,bufanda
2021-05-20	127.0.0.1	Prenda de vestir que cubre la cabeza	,bufanda,sombrero,camisa,gorra
2021-05-20	127.0.0.1	Objeto que sirve para ejercitar los brazos	,tomar,leche,plato,herramienta,martillo
2021-05-20	127.0.0.1	sustancia que se compone por dos átomos de hidrógeno y un átomo de oxígeno	Descripción poco específica.
2021-05-20	127.0.0.1	Líquido que se puede encontrar en estado sólido, líquido y gaseoso	,refresco,iglesia,mano,hielo,agua,casa,jabón,frío,grande,piedra,dinero,tienda,papa,lavabo
2021-05-20	127.0.0.1	Sentimiento que genera nostalgia	Descripción muy corta favor de ampliar su descripción.
2021-05-20	127.0.0.1	Sentimiento de tristeza cuando un familiar fallece	,ruido,burro,timbre
2021-05-20	127.0.0.1	Recipiente que sirve para depositar residuos	,plato
2021-05-20	127.0.0.1	Recipiente donde se depositan residuos	Descripción poco específica.
2021-05-20	127.0.0.1	Recipiente donde se deposita la basura	,botella
2021-05-20	127.0.0.1	Recipe where you recipes thrash	,precipice,kitchen,original,instruction,eat,formula,chicken,cookie,cookbook,cake,cook,food,ingredient,mixture,bake
2021-05-20	127.0.0.1	Lugar donde se tira basura	,resbaladilla,juego,calle,canasta,sala
2021-05-20	127.0.0.1	Lugar donde se tiran o se amontonan basuras	,calle
2021-05-20	127.0.0.1	Place where garbage is thrown or plied up	,wasted,junk,dirty,dump,trash,useless,stuff,truck,alley,rubbish,out,waste,refuse,can,stink,litter,raccoon,maggot,bag
2021-05-20	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,avenue,bench,car,work,down,picnic,elm,up,custom,food,camp,play,house,dance,easy,rest,cushion,pine,saw
2021-05-20	127.0.0.1	medio de transporte que utiliza agua y lleva a muchas personas	,autobús,dinero,vaso,fruto,bolsa,camión,barco,mercado,naranja,canasta
2021-05-20	127.0.0.1	alimento de la canasta básica italina, se come con tomate	
2021-05-20	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-21	127.0.1.1		Se inicio el servidor
2021-05-21	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-21	127.0.1.1		Se inicio el servidor
2021-05-21	127.0.1.1		Se inicio el servidor
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Homemade quadruped animal that barks	,dog,cow,possum,veteran,quail,rabbit,human,fang,panther,bat,herd,bite,distinct,ape,nature,magnetism,zebra,bear,captive,people
2021-05-21	127.0.0.1	insecto volador rayado que produce miel	,abeja,mariposa
2021-05-21	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-21	127.0.0.1	ass	,cute,hole,mule,fine,men,cheek,assume,smart,donkey,wipe,kiss,behind,horse,roommate,jerk,arrogant,round,jack,stupid
2021-05-21	127.0.0.1	b	,vitamin,a
2021-05-21	127.0.0.1	c	,average,vitamin
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	insecto volador rayado que produce miel	,abeja,mariposa
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	sport where you kick a ball	,football,costume,grass,knuckle,fishing,stick,hobby,interest,beach,player,bat,fan,boot,cannon,boxing,boxer,dust,pitcher,foot,stadium
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-21	127.0.0.1	mi cerebro no sabe que buscar el dia de hoy	Descripción poco específica.
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	Animal cuadrúpedo casero que ladra	,pan,perro,salchicha,cebra,ganso
2021-05-21	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-21	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-21	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-21	127.0.0.1	a	Descripción muy corta favor de ampliar su descripción.
2021-05-21	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-21	127.0.0.1	place where garbage is thrown or plied up	,wasted,time,put,out,room,office,gross,stink,useless,secret,somewhere,junk,england,third,go,trash,people,territory,situation
2021-05-21	127.0.0.1	Place where garbage is thrown or plied up	,wasted,pail,useless,gross,stink,junk,dump,decompose,trash,litter,smell,raccoon,can,muck,refuse,man,out,slob
2021-05-24	127.0.1.1		Se inicio el servidor
2021-05-24	127.0.1.1		Se inicio el servidor
2021-05-24	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-24	127.0.0.1	place where garbage is thrown or plied up	,wasted,put,time,out,useless,set,marker,dirty,territory,event,country,status,name,college,pail,market,third,stuff,map,can
2021-05-24	127.0.1.1		Se inicio el servidor
2021-05-24	127.0.0.1	place where garbage is thrown or plied up	,wasted,out,time,put,deposit,waste,muck,there,rank,maggot,stink,replace,refuse,destiny,where,country,plaza,alley,dirty,map
2021-05-24	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-24	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-24	127.0.0.1	insecto volador rayado que produce miel	,abeja,mariposa
2021-05-24	127.0.0.1	when you kill someone	,hate,blame,military,curious,overpower,gun,look,unnecessary,mafia,smash,prey,theft,other,roach,torture,poach,die,defend,demolish,mean
2021-05-24	127.0.0.1	animal de cuatro patas que relincha	,oso
2021-05-24	127.0.0.1	lugar donde dormimos y comemos con la familia	,escuela,leche,plato,mesa,sala,sofá
2021-05-24	127.0.0.1	mueble en el que nos sentamos	Descripción poco específica.
2021-05-24	127.0.0.1	asiento de cuatro patas	,silla
2021-05-24	127.0.0.1	lo que nos ponemos para cubrirnos el cuerpo	,camisa
2021-05-24	127.0.0.1	camisa, pantalón, zapatos	,ropa
2021-05-24	127.0.0.1	líquido que tomamos claro y cristalino	,agua
2021-05-24	127.0.0.1	líquido para beber	,agua
2021-05-24	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,custom,picnic,food,work,down,elm,up,car,valley,hiking,bed,lamp,ball,tack,rot,homeless,hand
2021-05-24	127.0.0.1	Transporte público grande	,camión,autobús
2021-05-24	127.0.0.1	Alimento hecho a base de leche, existen diferentes tipos: cotija, oaxaca	,color,limpio,tierra,pelo,comida,mercado,jabón,mesa,pastel
2021-05-24	127.0.0.1	Insecto volador rayado que produce miel	,abeja,mariposa
2021-05-24	127.0.0.1	SPORT where You kick a ball	,tennis,hit,hand,globe,catch,smash,fuzzy,shin,beach,screw,cue,pitcher,lint,boy,spit,strike,game,butt,punt
2021-05-24	127.0.0.1	sport where you kick a ball	,tennis,professional,hit,olympics,bar,hand,globe,catch,smash,fuzzy,shin,gym,bandanna,beach,screw,cue,pitcher,lint,boy
2021-05-24	127.0.0.1	Deporte dónde se patea un balón	,piedra,bat,frío,duro,guante
2021-05-24	127.0.0.1	Deporte de contacto en el cual dos personas de golpean	,lente,grande,palo,bat,bicicleta,brazo,gorra
2021-05-24	127.0.0.1	insecto rayado que produce miel	,abeja
2021-05-24	127.0.0.1	insecto rayado volador que produce miel	,abeja,mariposa
2021-05-24	127.0.0.1	Alimento básico de la canasta italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-24	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-24	127.0.0.1	Place where garbage is thrown or plied up	,wasted,waste,raccoon,muck,chore,junk,rubbish,maggot,stink,truck,refuse,nonsense,dump,trash,decompose,alley,dirty,pail
2021-05-27	127.0.0.1	alimento de la canasta básica italiana, se come con tomate	,espagueti,comida,pescado,salchicha
2021-05-27	127.0.0.1	place where garbage is thrown or plied up	,wasted,out,time,put,deposit,waste,muck,there,rank,maggot,stink,replace,refuse,destiny,where,country,plaza,alley,dirty,map
2021-05-28	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-05-28	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-05-29	127.0.0.1	Juego entre dos equipos de once jugadores cada uno, cuyo objetivo es hacer entrar en la portería contraria un balón que no puede ser tocado con las manos ni con los brazos, salvo por el portero en su área de meta.	,dinero,vela,guante,plastilina,bat,computador,botón,blanco,palo,puerta,llave,trabajo,dedo,fuego,pedir,lavabo,ropa,verde
2021-05-29	127.0.0.1	Juego entre dos equipos de once jugadores cada uno, cuyo objetivo es hacer entrar en la portería contraria un balón	,dinero,vela,computador,palo,bat,plastilina,botón,puerta,fuego,verde,agua,llave,niño,rojo,trabajo,luz,pelota,comprar,libro,tienda
2021-05-29	127.0.0.1	Hombre que tomaba parte en los antiguos juegos públicos de Grecia y Roma	,niño,mano,autobús,camión,jugo,botella,pelo,plastilina
2021-05-29	127.0.0.1	Líquido transparente, incoloro, inodoro e insípido en estado puro, cuyas moléculas están formadas por dos átomos de hidrógeno y uno de oxígeno	,agua,planta,taza,vaso,árbol,hoja,lente
2021-06-01	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-06-03	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-06-09	127.0.0.1	Insecto rayado que produce miel	,abeja
2021-06-09	127.0.0.1	Sport where you kick a ball	,tennis,hit,hand,globe,catch,smash,fuzzy,shin,beach,screw,cue,pitcher,lint,boy,spit,strike,game,butt,punt
2021-06-18	127.0.0.1	animal con franjas negras	,tigre
2021-06-18	127.0.0.1	animal con franjas negras que come hierba	,jirafa,cebra,tigre
2021-06-18	127.0.0.1	animal con granjas negras que come hierba y es blanco	,flor,cochino,conejo,jirafa,ganso
2021-06-18	127.0.0.1	enfermedad incurable	Descripción poco específica.
2021-06-18	127.0.0.1	enfermedad incurable, posiblemente por fumar	,color,plumón,doctor
2021-06-18	127.0.0.1	Mi nombre es	Descripción poco específica.
